"","TPL_names","company_name_checked_tog","webpage_check_tog","n.company","n.webpage_check","PIC.id_tog","province_tog","city_tog","n.province","n.city","seed_1","adult_1","vegetative_1","seed_0","adult_0","vegetative_0","seed_max","adult_max","vegetative_max","hard_zone_min_suitable_1","hard_zone_min_suitable_0","hard_zone_min_suitable_na","mean.height","Standardized_names","id_checklist","TPL_Group","Family","TPL_Family","TPL_New.Genus","TPL_New.Hybrid.marker","TPL_New.Species","TPL_New.Infraspecific.rank","TPL_New.Infraspecific","TPL_New.Authority","TPL_New.ID","TPL_New.Taxonomic.status","TPL_Date","tip.label","tip.order","match.type","naturalized_status_bs_yan_etal_2019","naturalized_status_before2022","Height_max_tog","Height_max_max","Height_max_data_source_tog","Epiphyte_max","Climber_max","Parasite_max","Aquatic_max","Free_standing_Woody","Short_lived_Herb","Long_lived_Herb","Life_form_new","LF_data_source","wcup_eco_use_AF","wcup_eco_use_EU","wcup_eco_use_FU","wcup_eco_use_GS","wcup_eco_use_HF","wcup_eco_use_IF","wcup_eco_use_MA","wcup_eco_use_ME","wcup_eco_use_PO","wcup_eco_use_SU","wcup_eco_use_num","hard_zone_min_mx","hard_zone_max_mx","Invasion2014_status","X2018invasion_status","Invasion2018_status","naturalized_status","prov_sum_EN","prov_sum_CHN","bg_num","chklst_prov_num","new_sum.L3.code","residence_time_to_2020","hab_suit_prop_max","prop_type"
"891","Solanum pseudocapsicum var. diflorum","景之华园林源头厂家; 深圳市飞度时代网络有限公司; 沭阳县凯凯苗木场; 沭阳轩洋园林有限公司; 宿迁国宏园林绿化工程源头厂家","https://shop73807h299bb82.1688.com; https://lwh3721.1688.com; https://shop1397235471688.1688.com; https://shop5679212c66k56.1688.com; https://shop8639x60578172.1688.com",5,5,"pic12612; pic12613; pic12614; pic12615; pic12616","江苏; 广东","宿迁市; 深圳市",2,2,1,4,0,4,1,5,1,1,0,1,4,0,NA,"Solanum pseudocapsicum var. diflorum","Species_25400","Angiosperms","Solanaceae","Solanaceae","Solanum",NA,"pseudocapsicum","var.","diflorum","(Vell.) Bitter","tro-29604781","Accepted","2019/03/24 00:00:00","Solanum_pseudocapsicum_var._diflorum",5215,"matched after tpl standardization of phylogeny","naturalized",1,"0.6",0.6,"DavesGarden",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,11,1,"being comfirmed",1,1,2,17,9,8,NA,94,NA,1
"892","Solanum tuberosum","保定市农资科技市场金穗种子经营部; 杭州临安培萌农业开发有限公司; 青岛金满地马铃薯有限公司; 寿光市金凯种业有限公司; 天水田园春农业科技有限公司","https://shop1417020459270.1688.com; https://peimengnongye.1688.com; https://qdjinmandi.1688.com; https://shop08b6l628092b4.1688.com; https://tycpotato.1688.com",5,5,"pic12617; pic12618; pic12619; pic12620; pic12621","河北; 浙江; 山东; 甘肃","保定市; 杭州市; 青岛市; 潍坊市; 天水市",4,5,3,0,2,2,5,3,1,0,1,NA,NA,5,NA,"Solanum tuberosum","Species_25414","Angiosperms","Solanaceae","Solanaceae","Solanum",NA,"tuberosum",NA,NA,"L.","tro-29600334","Accepted","2019/03/24 00:00:00","Solanum_tuberosum",5243,"matched after tpl standardization of phylogeny","not_naturalized",0,"1; 0.5",1,"PLANTATT; czerepanov",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",1,1,0,1,1,0,1,1,1,1,8,NA,NA,0,NA,0,0,NA,NA,14,31,10,117,0.157688,3
"893","Sonchus oleraceus","兴宁市庆丰盈科种子有限公司","https://yingkeseed.1688.com",1,1,"pic12622","广东","梅州市",1,1,1,0,0,0,1,1,1,0,0,1,0,0,NA,"Sonchus oleraceus","Species_27926","Angiosperms","Compositae","Compositae","Sonchus",NA,"oleraceus",NA,NA,"(L.) L.","gcc-26069","Accepted","2019/03/24 00:00:00","Sonchus_oleraceus",5810,"directly matched","naturalized",1,"1.5; 0.3; 0.9",1.5,"PLANTATT; czerepanov; DavesGarden",0,0,0,0,0,1,1,2,"TPL_Tiplabels_LF_fine",1,0,0,1,1,0,1,1,0,0,5,7,9,1,"4",1,1,32,34,10,13,73,109,0.2257431,1
"894","Sonneratia apetala","琼海长坡符兴椿苗圃场","https://fudazhi520.1688.com",1,1,"pic12623","海南","琼海市",1,1,0,1,0,1,0,1,0,1,0,NA,NA,1,40,"Sonneratia apetala","Species_17480","Angiosperms","Lythraceae","Lythraceae","Sonneratia",NA,"apetala",NA,NA,"Buch.-Ham.","tro-50092656","Accepted","2019/03/24 00:00:00","Sonneratia_apetala",3115,"directly matched","naturalized",1,NA,NA,NA,0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,0,0,0,0,0,1,1,0,0,2,NA,NA,1,"being comfirmed",1,1,5,6,3,3,5,25,NA,NA
"895","Sorbus aucuparia","开原市铭诚苗圃","https://mc1219.1688.com",1,1,"pic12624","辽宁","铁岭市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,300,"Sorbus aucuparia","Species_14414; Species_14415","Angiosperms","Rosaceae","Rosaceae","Sorbus",NA,"aucuparia",NA,NA,"L.","rjp-68","Accepted","2019/03/24 00:00:00","Sorbus_aucuparia",1225,"directly matched","not_naturalized",0,"20; 15; 4; 2; 3.6; 6; 12",20,"EGF2; PLANTATT; enzyklopaedie; czerepanov; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,1,0,1,1,0,1,1,0,0,5,1,9,0,NA,0,0,NA,NA,4,10,39,64,0.04208672,3
"896","Sorghum bicolor","保定市农资科技市场金穗种子经营部; 北京凤鸣雅世科技发展有限公司; 陈志祥; 河间市富益春种子销售有限公司; 湖北省天门市迪龙种业有限公司; 山东睿优农业科技开发有限公司; 寿光欣欣然园艺有限公司; 兴农富民种子源头厂家","https://shop1417020459270.1688.com; https://fengmingyashi.1688.com; https://shop811422092t991.1688.com; https://shop592q1237t7o77.1688.com; https://xkzm.1688.com; https://sdruimao.1688.com; https://shop1460220191502.1688.com; https://xingnongfumin.1688.com",8,8,"pic12672; pic12673; pic12674; pic12676; pic12677; pic12678; pic12679; pic12680","河北; 北京; 湖南; 湖北; 山东","保定市; 北京市; 岳阳市; 沧州市; 恩施土家族苗族自治州; 济南市; 潍坊市",5,7,8,0,0,0,8,8,1,0,0,NA,NA,8,NA,"Sorghum bicolor","Species_10158; Species_10159","Angiosperms","Poaceae","Poaceae","Sorghum",NA,"bicolor",NA,NA,"(L.) Moench","kew-443283","Accepted","2019/03/24 00:00:00","Sorghum_bicolor",9934,"directly matched","not_naturalized",0,"0.1; 0.6; 1.2; 1.8; 2.4; 3",3,"czerepanov; DavesGarden",0,0,0,0,0,1,1,2,"TPL_Tiplabels_LF_fine",1,1,1,1,1,0,1,1,1,1,9,NA,NA,0,NA,0,1,NA,NA,11,29,7,108,0.2662411,1
"897","Spathiphyllum kochii","广州瀚兰云花卉厂; 广州清翠山农业有限公司; 广州市南沙区东涌宝莲卉园艺种植场; 深圳市雪候鸟贸易有限公司; 沭阳博奇花木园艺场; 沭阳县茂润绿化苗木场; 沭阳县潼阳镇永芳绿化苗木场; 沭阳县新河镇八零后园林绿化苗木场; 沭阳县新河镇梦庭轩花卉园艺场; 沭阳县新河镇田心花卉苗木场; 沭阳县颜集镇鼎仁园林绿化苗木场; 沭阳泽远花卉园艺源头厂家; 宿迁瑞通园林有限公司; 漳平市永福花仙子花木场; 漳浦县马口信艺园艺场","https://hanlanyu.1688.com; https://qingcuishan.1688.com; https://xiaobao428.1688.com; https://shop1467824981949.1688.com; https://shop1385053043758.1688.com; https://symaorun.1688.com; https://shop1406048319886.1688.com; https://syxxhzblhyllhmmc.1688.com; https://shop1454517831375.1688.com; https://txmmchang.1688.com; https://shop1429116696432.1688.com; https://shop957046y435885.1688.com; https://13809090840.1688.com; https://shop1385657804975.1688.com; https://shop1440780696518.1688.com",15,15,"pic12681; pic12682; pic12683; pic12684; pic12685; pic12686; pic12687; pic12688; pic12689; pic12690; pic12691; pic12692; pic12693; pic12694; pic12695","广东; 江苏; 福建","广州市; 宿迁市; 龙岩市; 漳州市",3,4,0,15,0,15,0,15,0,1,0,NA,NA,15,52,"Spathiphyllum kochii","Species_2632","Angiosperms","Araceae","Araceae","Spathiphyllum",NA,"kochii",NA,NA,"Engl. & K.Krause","kew-193180","Accepted","2019/03/24 00:00:00","Spathiphyllum_kochii",13088,"directly matched","not_naturalized",0,NA,NA,NA,0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,9,8,2,3,NA,NA
"898","Spathodea campanulata","东莞粤顺诚园林绿化有限公司; 福建润晟园艺有限公司; 龙海市博豪园林绿化工程有限公司; 普宁市广太丽桐花木经营部; 沭阳县弘善园林绿化工程有限公司; 沭阳县宏之瑞园林绿化苗木场; 沭阳县佳康园林绿化苗木场; 沭阳县梦馨源苗木园艺场; 沭阳县庙头镇福盈瑞绿化苗木场; 沭阳县张圩乡荷塘月色花卉经营部; 宿迁秋阳种业有限公司; 睢宁县苏北十里花卉苗木场; 漳州市旺木园林绿化工程有限公司","https://yscyllh.1688.com; https://shop8314166it04p7.1688.com; https://shop9m42848344771.1688.com; https://shop76g773971se74.1688.com; https://shop1438188714981.1688.com; https://shop1442594993169.1688.com; https://shop1409244121414.1688.com; https://cxzy5588.1688.com; https://shop1491498647250.1688.com; https://caozhong.1688.com; https://qiuyangzhongye.1688.com; https://sbslhhmmc.1688.com; https://shop58761q38v7197.1688.com",13,13,"pic12696; pic12697; pic12698; pic12699; pic12700; pic12701; pic12702; pic12703; pic12704; pic12705; pic12706; pic12707; pic12708","广东; 福建; 江苏","东莞市; 漳州市; 揭阳市; 宿迁市; 淮安市; 徐州市",3,6,8,5,0,5,8,13,1,1,0,5,8,0,670,"Spathodea campanulata","Species_27393","Angiosperms","Bignoniaceae","Bignoniaceae","Spathodea",NA,"campanulata",NA,NA,"P.Beauv.","kew-318309","Accepted","2019/03/24 00:00:00","Spathodea_campanulata",4317,"directly matched","naturalized",1,"25; 12",25,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",1,1,1,1,1,0,1,1,1,1,9,9,11,1,NA,0,1,NA,NA,12,9,23,58,0.03125451,3
"899","Sphagneticola trilobata","沭阳县弘善园林绿化工程有限公司","https://shop1438188714981.1688.com",1,1,"pic12709","江苏","宿迁市",1,1,1,0,0,0,1,1,1,0,0,0,1,0,NA,"Sphagneticola trilobata","Species_28774","Angiosperms","Compositae","Compositae","Sphagneticola",NA,"trilobata",NA,NA,"(L.) Pruski","gcc-5859","Accepted","2019/03/24 00:00:00","Sphagneticola_trilobata",5483,"directly matched","naturalized",1,"0.15; 0.3",0.3,"DavesGarden",0,0,0,0,0,1,1,2,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,1,0,3,8,11,1,"2",1,1,10,12,6,6,25,23,0.08700425,2
"900","Spinacia oleracea","北京凤鸣雅世科技发展有限公司; 亳州市万亩良田农产品销售有限公司; 陈志祥; 福州闽蔬农业科技有限公司; 阜阳市四方蔬菜种子有限公司; 广西横县菜篮子商贸有限公司; 广州绿友种业有限公司; 广州市南沙区大岗罗莎种子店; 广州市天河区五山祥胜种子经营部; 广州市翔启蔬菜种子有限公司; 广州长合种子有限公司; 河北丰乐种业有限公司; 河北茂华种业有限公司; 河北神禾种业有限公司; 河间市富益春种子销售有限公司; 河南普林园艺用品有限公司; 河南沃丰园林工程有限公司; 湖北省天门市迪龙种业有限公司; 江苏蕙质兰心种业有限公司; 临沂飞航园林绿化有限公司; 平远县蔬优种子经营部; 千里秀苗木园艺源头厂家; 山东丰沛农业科技有限公司; 山东福凯园艺有限公司; 山东凌广农业科技有限公司; 山东睿优农业科技开发有限公司; 山东山研农业科技有限公司; 山东威尔种子源头厂家; 深圳市南山区芊蔚葶电子商务商行; 石家庄市腾运种业贸易有限公司; 寿光市奥兴农业科技有限公司; 寿光市城区志文种子经营部; 寿光市嘉运农业科技有限公司; 寿光市金凯种业有限公司; 寿光市顺昌种业销售中心; 寿光市仙圣种苗有限公司; 寿光市欣瑞农业科技有限公司; 寿光欣欣然园艺有限公司; 沭阳华霆花卉园艺场; 沭阳绿中城绿化工程有限公司; 沭阳县大毅苗源头厂家; 沭阳县恒之硕苗木场; 沭阳县宏杨苗圃; 沭阳县留金苗圃; 沭阳县飘花香花卉源头厂家; 沭阳县启翔绿化苗木场; 沭阳县潼阳镇柏宇花卉园艺场; 沭阳县潼阳镇尚源园林苗木场; 沭阳县新河镇道年花木园艺场; 沭阳县新河镇利芳花卉苗木场; 沭阳县秀之园花卉园艺场; 沭阳县颜集镇叶枝苑绿化苗木场; 沭阳县颜集镇一枝独秀绿化苗木场; 沭阳县颜集镇泽颖萱花卉园艺场; 沭阳县溢芳花卉园; 沭阳县张圩乡荷塘月色花卉经营部; 沭阳泽远花卉园艺源头厂家; 宿迁秋阳种业有限公司; 宿迁瑞通园林有限公司; 睢宁县和亚苗木场; 睢宁县苏北十里花卉苗木场; 献县沃农种子经营部; 兴宁市庆丰盈科种子有限公司; 徐卫; 郾城区城关镇丰农园艺用品店; 优种网（北京）商贸有限公司; 漳浦县赤湖镇春阳种子经营部; 招远市小波鲜花店","https://fengmingyashi.1688.com; https://bzwanmuliangtian.1688.com; https://shop811422092t991.1688.com; https://fzrpnk.1688.com; https://fangdz.1688.com; https://shop1456505858594.1688.com; https://leadyouseed.1688.com; https://shop1409243936773.1688.com; https://gzxsh88.1688.com; https://xiangqisczz.1688.com; https://changheseed.1688.com; https://fenglezhongye.1688.com; https://maohuajt.1688.com; https://kelidashenhe.1688.com; https://shop592q1237t7o77.1688.com; https://pulinyuanyi.1688.com; https://wofengyuanlin.1688.com; https://xkzm.1688.com; https://shop5534319727181.1688.com; https://shop3220794j7j531.1688.com; https://shop5077118k33601.1688.com; https://qianlixiumiaomu.1688.com; https://sdfengpei.1688.com; https://sdfkyy.1688.com; https://sdlgny.1688.com; https://sdruimao.1688.com; https://fengnongseed.1688.com; https://shop997001xd46747.1688.com; https://qwt17052690100.1688.com; https://shop1442335621975.1688.com; https://aoxingnongye.1688.com; https://chengquseeds.1688.com; https://zhongzi.1688.com; https://shop1478051461800.1688.com; https://shunchangseeds.1688.com; https://xianshengseed.1688.com; https://xinruinongye.1688.com; https://shop1460220191502.1688.com; https://shouheseed.1688.com; https://shop3c0a18956i532.1688.com; https://shop1431363019779.1688.com; https://shop1395248175468.1688.com; https://shop1988099h2v180.1688.com; https://86688.1688.com; https://liujinmiaopu.1688.com; https://gwhhy123.1688.com; https://qixiang001.1688.com; https://shop018851296558.1688.com; https://shop1413573623110.1688.com; https://daonianhuamu.1688.com; https://shop1405616184621.1688.com; https://zhxiu66.1688.com; https://lixiangyang312.1688.com; https://yzdxmmc.1688.com; https://shopzeyingxuan.1688.com; https://yifangzhongye.1688.com; https://caozhong.1688.com; https://shop957046y435885.1688.com; https://qiuyangzhongye.1688.com; https://13809090840.1688.com; https://heyamm.1688.com; https://sbslhhmmc.1688.com; https://shop7817507e59154.1688.com; https://yingkeseed.1688.com; https://shop1491984340395.1688.com; https://fengnongyuanyi.1688.com; https://youzhongwang.1688.com; https://cyj1120.1688.com; https://shop41gf350848977.1688.com",68,68,"pic12710; pic12711; pic12712; pic12713; pic12714; pic12715; pic12716; pic12717; pic12718; pic12719; pic12720; pic12721; pic12722; pic12723; pic12724; pic12725; pic12726; pic12727; pic12728; pic12729; pic12730; pic12731; pic12733; pic12734; pic12735; pic12736; pic12737; pic12738; pic12739; pic12740; pic12741; pic12742; pic12743; pic12744; pic12745; pic12746; pic12747; pic12748; pic12749; pic12750; pic12751; pic12752; pic12753; pic12754; pic12755; pic12756; pic12757; pic12758; pic12759; pic12760; pic12761; pic12762; pic12763; pic12764; pic12765; pic12766; pic12767; pic12768; pic12769; pic12770; pic12771; pic12772; pic12773; pic12774; pic12775; pic12776; pic12777; pic12778; pic12779","北京; 安徽; 湖南; 福建; 广西; 广东; 河北; 河南; 湖北; 江苏; 山东","北京市; 亳州市; 岳阳市; 福州市; 阜阳市; 南宁市; 广州市; 沧州市; 郑州市; 恩施土家族苗族自治州; 宿迁市; 临沂市; 梅州市; 潍坊市; 济南市; 深圳市; 石家庄市; 徐州市; 漯河市; 漳州市; 烟台市",11,21,68,0,0,0,68,68,1,0,0,68,0,0,NA,"Spinacia oleracea","Species_20185","Angiosperms","Amaranthaceae","Amaranthaceae","Spinacia",NA,"oleracea",NA,NA,"L.","kew-2483900","Accepted","2019/03/24 00:00:00","Spinacia_oleracea",8248,"directly matched","not_naturalized",0,"1; 0.25; 0.15; 0.3; 0.45; 0.6",1,"EGF2; czerepanov; DavesGarden",0,0,0,0,0,1,0,1,"TPL_Tiplabels_LF_fine",0,0,0,1,1,0,0,1,1,0,4,1,9,0,NA,0,0,NA,NA,14,28,5,106,0.2743869,1
"901","Stapelia grandiflora","龙海市颜厝松宇园艺场; 深圳市龙华区观澜蓝天花卉商行; 沭阳博奇花木园艺场","https://shop1435856187166.1688.com; https://shop4972151822284.1688.com; https://shop1385053043758.1688.com",3,3,"pic12781; pic12782; pic12783","福建; 广东; 江苏","漳州市; 广州市; 宿迁市",3,3,0,3,0,3,0,3,0,1,0,2,1,0,7,"Stapelia grandiflora","Species_25029","Angiosperms","Apocynaceae","Apocynaceae","Stapelia",NA,"grandiflora",NA,NA,"Masson","tro-2602445","Accepted","2019/03/24 00:00:00","Stapelia_grandiflora",4962,"directly matched","not_naturalized",0,"0.3",0.3,"EGF2; DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,0,0,2,9,11,0,NA,0,0,NA,NA,16,12,4,64,0.01048557,2
"902","Stenocactus multicostatus","龙海市九湖诗涵园艺场; 龙海市九湖特尔花卉场; 龙海市九湖永泰花果经营部; 永志花木源头厂家; 漳州市鑫隆达园艺有限公司","https://shop084w3u9035121.1688.com; https://teerflower.1688.com; https://shop56237973avu94.1688.com; https://shop1398185967906.1688.com; https://shop4l4u1198573u4.1688.com",5,5,"pic12784; pic12785; pic12786; pic12787; pic12788","福建; 江苏","漳州市; 宿迁市",2,2,0,5,0,5,0,5,0,1,0,4,1,0,9.5,"Stenocactus multicostatus","Species_21368","Angiosperms","Cactaceae","Cactaceae","Stenocactus",NA,"multicostatus",NA,NA,"(Hildm.) A. Berger ex A.W. Hill","tro-50181335","Accepted","2019/03/24 00:00:00","Stenocactus_multicostatus",7877,"directly matched","not_naturalized",0,"0.1; 0.15",0.15,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,11,0,NA,0,0,NA,NA,6,7,2,NA,0.01782258,3
"903","Stenocereus pruinosus","福建省仙卉园林有限公司; 龙海市榜山小山林花卉园艺场; 龙海市嘉龙园艺有限公司; 龙海市九湖馨韬园艺场","https://xianhuiyuanlin.1688.com; https://xiaoshanlin888.1688.com; https://jialongyy.1688.com; https://shop703176x4s5956.1688.com",4,4,"pic12789; pic12790; pic12791; pic12792","福建","漳州市",1,1,0,4,0,4,0,4,0,1,0,4,0,0,13.6666666666667,"Stenocereus pruinosus","Species_21642","Angiosperms","Cactaceae","Cactaceae","Stenocereus",NA,"pruinosus",NA,NA,"(Otto ex Pfeiff.) Buxb.","kew-2486095","Accepted","2019/03/24 00:00:00","Stenocereus_pruinosus",7820,"directly matched","not_naturalized",0,"5; 6",6,"EGF2; DavesGarden",0,1,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,1,1,0,1,0,0,0,0,0,3,9,11,0,NA,0,0,NA,NA,7,8,7,NA,0.005777174,3
"904","Stenocereus thurberi","福建省仙卉园林有限公司; 龙海市嘉龙园艺有限公司","https://xianhuiyuanlin.1688.com; https://jialongyy.1688.com",2,2,"pic12793; pic12794","福建","漳州市",1,1,0,2,0,2,0,2,0,1,0,2,0,0,200,"Stenocereus thurberi","Species_21645","Angiosperms","Cactaceae","Cactaceae","Stenocereus",NA,"thurberi",NA,NA,"(Engelm.) Buxb.","tro-5100601","Accepted","2019/03/24 00:00:00","Stenocereus_thurberi",7816,"directly matched","not_naturalized",0,"7; 1.8; 6",7,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,0,0,0,1,0,0,1,0,0,2,9,11,0,NA,0,0,NA,NA,6,7,3,NA,0.03685837,3
"905","Stetsonia coryne","福建省仙卉园林有限公司; 龙海市榜山小山林花卉园艺场; 龙海市嘉龙园艺有限公司; 龙海市九湖盛大园艺场; 漳州市鑫隆达园艺有限公司; 漳州鑫春园林绿化工程有限公司","https://xianhuiyuanlin.1688.com; https://xiaoshanlin888.1688.com; https://jialongyy.1688.com; https://shengdayuanyi.1688.com; https://shop4l4u1198573u4.1688.com; https://18959625711.1688.com",6,6,"pic12795; pic12796; pic12797; pic12798; pic12799; pic12800","福建","漳州市",1,1,0,6,0,6,0,6,0,1,0,6,0,0,188.333333333333,"Stetsonia coryne","Species_21887","Angiosperms","Cactaceae","Cactaceae","Stetsonia",NA,"coryne",NA,NA,"(Salm-Dyck) Britton & Rose","tro-5102013","Accepted","2019/03/24 00:00:00","Stetsonia_coryne",7301,"directly matched","not_naturalized",0,"10; 9",10,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,0,0,0,0,0,0,1,0,0,1,9,11,0,NA,0,0,NA,NA,8,9,5,NA,NA,3
"906","Stevia rebaudiana","河间市富益春种子销售有限公司; 江苏奥淇园林绿化工程有限公司; 江苏乐尔达种业有限公司; 青岛百草香芳香植物有限公司; 仁寿创新农业开发有限公司; 深圳市飞度时代网络有限公司; 深圳市南山区芊蔚葶电子商务商行; 沭阳绿中城绿化工程有限公司; 沭阳县宏杨苗圃; 沭阳县宏之瑞园林绿化苗木场; 沭阳县花香茗萌园艺场; 沭阳县佳康园林绿化苗木场; 沭阳县瑞智花卉苗木园艺场; 沭阳县潼阳镇柏宇花卉园艺场; 沭阳县扎下镇小鱼儿花卉园艺场; 沭阳县张圩乡荷塘月色花卉经营部; 宿迁秋阳种业有限公司; 宿迁市阿里园林绿化工程有限公司","https://shop592q1237t7o77.1688.com; https://aoqimiaomu.1688.com; https://shop1466615143462.1688.com; https://sparki.1688.com; https://chuangxinnongye.1688.com; https://lwh3721.1688.com; https://qwt17052690100.1688.com; https://shop1431363019779.1688.com; https://86688.1688.com; https://shop1442594993169.1688.com; https://520hxmm.1688.com; https://shop1409244121414.1688.com; https://shop1411922874804.1688.com; https://shop018851296558.1688.com; https://huahai.1688.com; https://caozhong.1688.com; https://qiuyangzhongye.1688.com; https://caohua.1688.com",18,18,"pic12801; pic12802; pic12803; pic12804; pic12805; pic12806; pic12807; pic12808; pic12809; pic12810; pic12811; pic12812; pic12813; pic12814; pic12815; pic12816; pic12817; pic12818","河北; 江苏; 山东; 四川; 广东","沧州市; 宿迁市; 青岛市; 眉山市; 深圳市",5,5,15,3,0,3,15,18,1,1,0,3,15,0,30,"Stevia rebaudiana","Species_28797","Angiosperms","Compositae","Compositae","Stevia",NA,"rebaudiana",NA,NA,"(Bertoni) Bertoni","gcc-103425","Accepted","2019/03/24 00:00:00","Stevia_rebaudiana",5411,"directly matched","not_naturalized",0,"0.45; 0.9",0.9,"EGF2; DavesGarden",0,0,0,0,1,1,1,3,"TPL_Tiplabels_LF_fine",0,0,0,0,1,0,0,1,0,0,2,8,11,0,NA,0,0,NA,NA,8,10,3,42,NA,3
"907","Stomatium niveum","龙海市颜厝松宇园艺场","https://shop1435856187166.1688.com",1,1,"pic12819","福建","漳州市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,4,"Stomatium niveum","Species_20663","Angiosperms","Aizoaceae","Aizoaceae","Stomatium",NA,"niveum",NA,NA,"L. Bolus","tro-703569","Accepted","2019/03/24 00:00:00","Stomatium_niveum",6901,"species added to genus root","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,11,0,NA,0,0,NA,NA,0,0,NA,NA,NA,3
